title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Vingadores: Guerra Infinita;Avengers: Infinity War;2018;8.4;Ação;Os Vingadores e seus aliados deverão sacrificar tudo em uma tentativa de derrotar o poderoso Thanos antes que sua explosão de devastação ponha fim ao universo.;Em uma corrida contra o tempo, os Vingadores e seus valorosos aliados se veem diante do maior desafio de suas vidas. Com o destino do universo em jogo, eles devem estar dispostos a sacrificar tudo o que amam para deter a fúria implacável de Thanos. A batalha épica se aproxima, e o clamor por justiça ecoa enquanto a devastação ameaça consumir tudo. Prepare-se para um confronto que definirá o futuro da galáxia!;3
O Iluminado;The Shining;1980;8.4;Drama;Uma família se dirige a um hotel isolado para o inverno, onde uma presença sinistra influencia a violência do pai, enquanto seu filho psíquico vê presságios horríveis do passado e do futuro.;Em meio ao frio cortante do inverno, uma família se refugia em um hotel isolado, onde as paredes guardam segredos sombrios e uma presença maligna desperta a fúria contida do pai. Enquanto a tensão cresce e a violência se aproxima, seu filho dotado de poderes psíquicos é assombrado por visões aterradoras que revelam um passado obscuro e um futuro devastador. À medida que os horrores se entrelaçam, a luta pela sobrevivência se torna uma corrida contra o tempo e contra os demônios que os cercam. Prepare-se para um thriller psicológico que desafiará os limites da sanidade e da própria família.;2
O Grande Ditador;The Great Dictator;1940;8.4;Comédia;O ditador Hynkel tenta expandir seu império enquanto um pobre barbeiro judeu tenta evitar a perseguição do regime de Hynkel.;Em um mundo devastado pela tirania, o temido ditador Hynkel busca a dominação total, espalhando sombras de opressão sobre sua nação. Enquanto isso, um humilde barbeiro judeu luta contra a maré implacável do regime, tentando escapar das garras da perseguição. Em meio ao caos, a coragem e a esperança se entrelaçam em uma batalha épica pela liberdade. A luta de um homem pode mudar o destino de muitos.;1
Testemunha de Acusação;Witness for the Prosecution;1957;8.4;Policial;Um veterano advogado britânico deve defender seu cliente em um julgamento de assassinato que tem surpresa após surpresa.;Em um tribunal repleto de tensão e segredos obscuros, um veterano advogado britânico é lançado em uma batalha jurídica intensa para defender seu cliente, acusado de um assassinato chocante. À medida que os mistérios se desenrolam, cada revelação traz uma nova reviravolta que desafia sua astúcia e lealdade. Com o destino de seu cliente em jogo e a verdade se escondendo nas sombras, ele deve navegar por um labirinto de traições e mentiras. Prepare-se para uma jornada de emoções que testará os limites da justiça e da moralidade.;2
Homem-Aranha: No Aranhaverso;Spider-Man: Into the Spider-Verse;2018;8.4;Animação;Um jovem se torna o Homem Aranha de sua realidade, cruzando seu caminho com cinco colegas de outras dimensões para impedir uma ameaça a todas as realidades.;Em um universo onde as dimensões colidem, um jovem destemido assume o manto do Homem-Aranha, lutando não apenas por sua cidade, mas por todas as realidades. Junto a cinco aliados de mundos distintos, ele enfrenta uma ameaça obscura que pode consumir tudo o que existe. Com corações valentes e teias entrelaçadas, eles se lançam em uma batalha épica que desafiará os limites do heroísmo. Prepare-se para uma aventura que transcende o tempo e o espaço, onde a esperança se agarra à última teia.;3
Aliens, O Resgate;Aliens;1986;8.4;Ação;Ellen Ripley é salvada depois de estar dormida por 57 anos. A luna que o Nostromo visitou foi colonizada mas o contado se perdeu.;Após 57 anos em um sono profundo, Ellen Ripley desperta em um mundo completamente transformado. A lua que um dia foi seu lar, agora colonizada, guarda segredos sombrios e um contato perdido com a civilização. Envolta em mistério e perigo, Ripley se vê obrigada a enfrentar os horrores do passado que ameaçam ressurgir. Sua luta pela sobrevivência nunca foi tão intensa, e o que ela descobrirá pode mudar o destino da humanidade para sempre.;0
Beleza Americana;American Beauty;1999;8.3;Drama;Um pai sexualmente frustrado tem uma crise existencial depois de conhecer a melhor amiga da sua filha.;Em um turbilhão de emoções e desejos não correspondidos, um pai, preso nas correntes da frustração sexual, se vê diante de uma encruzilhada quando cruza o olhar com a melhor amiga de sua filha. A jovem, repleta de vida e sonhos, desperta nele uma paixão proibida que desafia não apenas sua moral, mas também sua identidade. À medida que os segredos se entrelaçam e os limites são testados, ele se vê imerso em uma crise existencial que o forçará a confrontar suas verdadeiras aspirações. Prepare-se para uma jornada intensa de autodescoberta, onde a linha entre amor e culpa se torna perigosamente tênue.;1
Batman: O Cavaleiro das Trevas Ressurge;The Dark Knight Rises;2012;8.4;Ação;Oito anos depois da anarquia do Coringa, Batman com ajuda da Mulher Gato, tentam salvar Gotham do terrorista Bane.;Oito anos se passaram desde que a cidade de Gotham se rendeu ao caos do Coringa, e agora, uma nova sombra emerge das trevas. Com a ajuda destemida da Mulher Gato, Batman enfrenta o temido terrorista Bane, cujo plano devastador ameaça engolir a cidade em uma espiral de destruição. Em uma batalha épica entre luz e escuridão, o Cavaleiro das Trevas deve lutar não apenas pela sobrevivência de Gotham, mas também por sua própria redenção. Prepare-se para testemunhar um confronto que definirá o destino de todos!;4
Bastardos Inglórios;Inglourious Basterds;2009;8.3;Aventura;Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, um plano para assassinar líderes nazistas por parte de um grupo de soldados judeus dos EUA coincide com os planos de vingança da dona de uma sala de cinema.;Em meio ao terror da França ocupada pelos nazistas, um grupo destemido de soldados judeus dos EUA forja um audacioso plano para eliminar os líderes opressores. Enquanto isso, a dona de uma sala de cinema, consumida pela dor e sedenta por vingança, entrelaça seu destino com o dos soldados em uma trama explosiva de justiça e resistência. Quando os destinos se cruzam, a luta por liberdade se transforma em um espetáculo de coragem e determinação. Prepare-se para uma história onde a vingança se torna a luz na escuridão da guerra.;4
Dr. Fantástico;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964;8.4;Comédia;Um general alienado provoca um potencial holocausto nuclear que uma sala de guerra cheia de políticos e generais tenta freneticamente parar.;Em meio ao caos de uma sala de guerra tensa, um general desiludido se torna a chave para um apocalipse nuclear iminente. Políticos e generais, tomados pelo pânico, lutam contra o tempo em uma corrida desesperada para evitar a destruição de tudo o que conhecem. Com cada segundo que passa, as escolhas se tornam mais sombrias e as consequências, irreversíveis. O destino da humanidade está em jogo, e a linha entre a razão e a loucura se torna mais tênue do que nunca.;4
Oldboy;Oldboy;2003;8.4;Ação;Depois de ter sido raptado e preso por quinze anos, Oh Dae-Su é libertado, e descobre que tem 5 dias para encontrar seu sequestrador.;Após quinze anos de cativeiro e tortura psicológica, Oh Dae-Su finalmente escapa das garras de seu sequestrador, apenas para se deparar com um angustiante desafio: ele tem apenas cinco dias para desvendar o mistério por trás de sua prisão. Em uma frenética corrida contra o tempo, ele mergulha em um mundo obscuro de vingança e revelações chocantes. Cada pista o leva mais perto da verdade, enquanto a contagem regressiva se intensifica. O passado é uma prisão, mas a liberdade pode se tornar sua maior arma.;1
Viva: A Vida é uma Festa;Coco;2017;8.4;Animação;Miguel entra na terra dos mortos para encontrar a seu bisavó quem era um lendário cantante.;Em uma jornada ousada e repleta de emoção, Miguel adentra o misterioso reino dos mortos, impulsionado pela chama da música e pela busca de sua ancestralidade. Determinado a encontrar seu bisavô, um cantor lendário cujas notas ecoam através das gerações, ele enfrentará desafios inimagináveis. Entre sombras e melodias, Miguel descobrirá que o verdadeiro poder da música transcende até mesmo a morte. Prepare-se para uma aventura que ressoará em seu coração e mudará seu destino para sempre.;3
Amadeus;Amadeus;1984;8.4;Biografia;A vida, sucessos e tribulações de Wolfgang Amadeus Mozart de acordo com Antonio Salieri, um compositor que era contemporâneo, que sempre teve ciúmes dele e que alegou tê-lo matado.;Em meio à grandiosidade da música clássica, surge a história de Wolfgang Amadeus Mozart, um gênio incompreendido, cujas melodias transcendem o tempo. Mas nas sombras de sua genialidade, Antonio Salieri, um contemporâneo atormentado pelo ciúme, trama um destino obscuro. Acusando-se de ser o arquétipo do assassino, ele revela os segredos sombrios que permeiam a rivalidade entre os dois. Prepare-se para uma jornada épica de ambição, traição e a luta pela imortalidade na música.;3
Toy Story;Toy Story;1995;8.3;Animação;Um brinquedo do cauboi se sente profundamente ameaçado e celoso quando um brinquedo patrulheiro espacial passa a ter mais atençao do garoto.;Em um mundo onde a amizade é testada, um valente brinquedo caubói se vê mergulhado em um turbilhão de insegurança e ciúmes quando um deslumbrante patrulheiro espacial conquista o coração de seu pequeno dono. A rivalidade entre eles desencadeia uma jornada repleta de aventuras e descobertas, onde o verdadeiro valor da lealdade será colocado à prova. Prepare-se para um confronto épico entre dois mundos, onde cada brinquedo luta por seu lugar no coração de uma criança. No final, a verdadeira amizade pode brilhar mais intensamente do que qualquer estrela no céu.;3
Coração Valente;Braveheart;1995;8.3;Biografia;Quando sua noiva en segredo é assassinada, William Wallace comença uma revolta contra o rey Eduardo I da Inglaterra.;Quando a luz do amor de sua vida é tragicamente extinguida, William Wallace se levanta das sombras da dor para desafiar o tirano rei Eduardo I da Inglaterra. Armado com coragem indomável e um coração em chamas, ele galvaniza um povo oprimido em busca de liberdade. Em meio a batalhas épicas e sacrifícios dolorosos, a chama da revolta arderá mais forte do que nunca. A história de um homem que luta não apenas por sua amada, mas pela alma de uma nação.;0
O Barco: Inferno no Mar;Das Boot;1981;8.4;Drama;O mundo claustrofóbico de um submarino da Segunda Guerra Mundial, cheio de tédio, sujeira e terror.;Nas profundezas abissais do oceano, um submarino da Segunda Guerra Mundial se transforma em um labirinto claustrofóbico, onde o tédio se entrelaça com a sujeira e um terror implacável. A cada momento, a pressão não vem apenas das profundezas, mas também dos segredos que ameaçam a sanidade da tripulação. Em um jogo mortal de sobrevivência, eles enfrentarão não apenas o inimigo, mas os próprios demônios interiores. Prepare-se para mergulhar em uma jornada de tensão e desespero que desafiará os limites da coragem humana.;2
Coringa;Joker;2019;8.4;Policial;Um comediante falido enlouquece e se torna um assassino psicopata.;Em um mundo onde risadas se transformam em gritos, um comediante em ruínas mergulha em uma espiral de desespero e loucura. Sua busca desesperada por reconhecimento o leva a cruzar limites inimagináveis, convertendo suas piadas em armas mortais. Agora, com um humor distorcido e uma mente sombrio, ele se torna um assassino psicopata, deixando um rastro de terror e risos macabros. Prepare-se para uma jornada sombria onde a linha entre a comédia e o horror desaparece.;2
Vingadores: Ultimato;Avengers: Endgame;2019;8.4;Ação;Após os eventos devastadores de Vingadores: Guerra Infinita , o universo está em ruínas, e com a ajuda de aliados os Vingadores se reúnem para desfazer as ações de Thanos e restaurar a ordem.;Após a catástrofe sem precedentes que abalou os alicerces do universo em Vingadores: Guerra Infinita, a esperança parece ter se dissipado nas sombras da destruição. Mas, em meio ao desespero, um grupo de heróis destemidos se levanta, unindo forças com antigos aliados para enfrentar o titã que desafiou seu destino. Juntos, eles traçarão um ousado plano para reverter as consequências das ações de Thanos e reacender a chama da esperança. A batalha pela restauração da ordem começa agora!;4
Princesa Mononoke;Princess Mononoke;1997;8.3;Animação;Numa viagem para descobrir a cura contra a maldição de Tatarigami, Ashitaka, se encontra uma guerra entre os deuses da foresta e Tatara, uma colônia mineira.;Em uma jornada épica para desvendar a cura da terrível maldição de Tatarigami, Ashitaka se vê no centro de um conflito devastador entre os poderosos deuses da floresta e a implacável colônia mineira de Tatara. Enquanto a natureza clama por justiça e a ganância humana ameaça a existência, ele terá que enfrentar escolhas impossíveis e lutar por um futuro onde harmonia e vida possam renascer. Prepare-se para uma batalha que transcende o tempo e o espaço, onde cada decisão pode selar o destino de mundos opostos. A luta por equilíbrio começa agora!;1
Gênio Indomável;Good Will Hunting;1997;8.3;Drama;Will Hunting, um zelador duma Universidade, tem habilidades para a matemática, mas precisa da ajuda dum psicólogo para encontrar seu propósito.;Em meio às sombras de uma prestigiosa universidade, Will Hunting, um zelador com um talento extraordinário para a matemática, luta contra os fantasmas de seu passado. Quando um psicólogo enigmático entra em sua vida, ele se vê forçado a confrontar seus medos mais profundos e a buscar um propósito que transcende suas habilidades. Prepare-se para uma jornada emocional que desafiará os limites da genialidade e do amor. Será que Will encontrará a coragem para ser mais do que apenas um gênio perdido?;0
Era uma Vez na América;Once Upon a Time in America;1984;8.3;Policial;Um ex criminal judeu da época da proibição volta a Manhattan onde deberá confrontar seu pasado.;Em meio às sombras de uma Manhattan repleta de segredos, um ex-criminoso judeu, marcado pelos ecos da Proibição, retorna à cidade que um dia chamou de lar. Confrontando fantasmas de um passado obscuro e traiçoeiro, ele se vê preso em uma teia de vingança e redenção. Cada esquina revela um dilema moral, e cada escolha pode custar sua alma. Em um mundo onde a lealdade é uma ilusão e a traição se esconde sob a luz da cidade, ele deve lutar para reescrever seu destino antes que o passado o consuma.;3
Your Name.;Your Name.;2016;8.4;Animação;Dois estranhos estão ligados de uma maneira bizarra, mais quando uma conexão é formada, a distância será a única coisa que os manterá separados?;Em um mundo repleto de mistérios, dois estranhos se entrelaçam de maneira surpreendente, desafiando as leis do destino. À medida que uma conexão profunda e inquebrantável surge entre eles, a distância se torna o maior obstáculo a ser superado. Será que o amor pode vencer as barreiras que o universo impôs? Prepare-se para uma jornada emocionante, onde o coração e a alma lutam para se encontrar.;0
3 Idiotas;3 Idiots;2009;8.4;Comédia;Dois amigos procuram seu companheiro perdido. Eles se lembram de seus dias de faculdade e como seu amigo os inspirou a pensar de maneira diferente, mesmo quando o resto do mundo os chamava idiotas.;Em uma jornada repleta de nostalgia e descobertas, dois amigos se lançam em busca de seu companheiro desaparecido, aquele que acendeu a chama da ousadia em seus corações. Enquanto revivem os anos de faculdade, eles resgatam memórias de risadas e desafios, lembrando-se de como seu amigo os instigou a desafiar as convenções, mesmo sob as críticas implacáveis do mundo. Agora, em meio a sombras do passado, eles se perguntam: será que a verdadeira amizade pode superar qualquer obstáculo? A busca por respostas se transforma em uma celebração do poder de sonhar e da coragem de ser diferente.;0
Céu E Inferno;High and Low;1963;8.4;Policial;Um executivo de uma empresa de calçados torna-se vítima de extorsão quando o filho de seu motorista é sequestrado e retido para resgate.;Em um mundo onde a ambição pode custar tudo, um poderoso executivo de uma renomada empresa de calçados se vê preso em uma teia de desespero. Quando o filho de seu leal motorista é sequestrado, ele é lançado em uma corrida contra o tempo, forçado a enfrentar a corrupção e os dilemas morais que ameaçam não apenas sua carreira, mas também sua alma. Agora, ele deve decidir até onde irá para salvar uma vida inocente e se redimir de seus próprios erros. Prepare-se para uma jornada de tensão, revelações e escolhas impossíveis, onde o amor e a lealdade são testados até o limite.;1
Cantando na Chuva;Singin' in the Rain;1952;8.3;Comédia;Uma produtora de cinema e elenco fazem uma transição difíci.;Em um mundo onde os holofotes escondem mais do que revelam, uma talentosa produtora de cinema enfrenta uma transição desgastante que poderá definir o futuro de sua carreira. Junto a um elenco repleto de sonhos e inseguranças, eles lutam contra os desafios de um setor implacável. À medida que as tensões aumentam e os laços são testados, cada escolha se torna uma batalha pela sobrevivência artística. Prepare-se para uma jornada emocionante onde a paixão pelo cinema pode ser tanto uma benção quanto uma maldição.;3
Réquiem para um Sonho;Requiem for a Dream;2000;8.3;Drama;As utopias causadas pelo uso de drogas em quatro pessoas de Coney Island se rompem quando seus vícios as dominam.;Em Coney Island, quatro almas em busca de um paraíso ilusório se entregam a um mundo de euforia e sonhos alucinatórios. Mas à medida que os limites entre a realidade e a fantasia se desvanecem, seus vícios se tornam prisões implacáveis. A luta pela sobrevivência se intensifica, revelando o lado sombrio da busca pela felicidade. Prepare-se para uma jornada devastadora onde a linha entre o amor e a destruição é tragicamente tênue.;1
Cafarnaum;Capernaum;2018;8.4;Drama;Ao cumprir uma sentença de cinco anos por um crime violento, uma criança de 12 anos processou seus pais por negligência.;Em meio às sombras de um sistema que falhou, uma criança de apenas 12 anos enfrenta a dureza de uma sentença de cinco anos por um crime que nunca deveria ter cometido. Determinada a encontrar justiça em um mundo que lhe virou as costas, ela processa seus próprios pais por negligência, desafiando a própria essência do amor familiar. Prepare-se para uma jornada intensa de dor, resiliência e a busca pela verdade. A luta de uma criança para se libertar das correntes do passado começa agora.;1
Toy Story 3;Toy Story 3;2010;8.3;Animação;Os brinquedos são dados por erro a uma creche, Woody junto com os outros brinquedos tentaram voltar a casa do Andy.;Em uma emocionante aventura de amizade e lealdade, os brinquedos de Andy se veem em uma creche desconhecida, longe do lar que conhecem e amam. Liderados por Woody, eles enfrentam desafios inesperados e encontram novos aliados, enquanto lutam para retornar ao aconchego do seu pequeno proprietário. Mas será que a jornada valerá a pena, ou o caminho de volta se tornará uma luta pela sobrevivência? Prepare-se para uma história que vai aquecer seu coração e testar os laços que unem esses heróis em forma de brinquedo.;0
Vá e Veja;Come and See;1985;8.4;Drama;Depois de encontrar uma arma, um jovem se une as forças da resistença russa contra os alemães na segunda guerra mundial.;Em meio ao caos devastador da Segunda Guerra Mundial, um jovem destemido descobre uma arma que mudará seu destino. Impulsionado pela chama da resistência, ele se une a guerreiros russos determinados a desafiar a tirania alemã. Em uma luta épica pela liberdade, ele descobrirá não apenas a coragem que reside em seu coração, mas também o verdadeiro significado de sacrifício. A batalha pela sobrevivência começa, e a esperança renasce nas sombras da guerra.;4
Star Wars, Episódio VI: O Retorno do Jedi;Star Wars: Episode VI - Return of the Jedi;1983;8.3;Ação;Depois de uma missão ousada para resgatar Han Solo da cabana de Jabba, os rebeldes partem para fazer Endor destruir a mais poderosa Estrela da Morte. Enquanto isso, Luke tenta trazer Darth Vader de volta do lado negro, sem cair na armadilha do Imperador.;Em uma galáxia dominada pela escuridão, os valentes rebeldes se lançam em uma audaciosa missão para resgatar Han Solo das garras de Jabba, acendendo a chama da esperança. Com a destruição da temida Estrela da Morte em jogo, a batalha se intensifica em Endor, enquanto Luke Skywalker enfrenta seu maior desafio: trazer Darth Vader de volta à luz, antes que o Imperador execute seus planos malignos. Em um confronto épico entre o bem e o mal, o destino da galáxia está em jogo. Prepare-se para uma jornada de coragem, redenção e sacrifício!;3
Brilho Eterno de uma Mente sem Lembranças;Eternal Sunshine of the Spotless Mind;2004;8.3;Drama;Quando sua relaçao se volta complicada, um casal tenta um procedimento médico para que suas memorias sejam apagadas.;Em um mundo onde as memórias podem ser apagadas como se fossem páginas de um livro, um casal à beira do colapso decide arriscar tudo para esquecer os momentos que os machucaram. Mas ao mergulharem nesse procedimento arriscado, eles se deparam com os ecos do amor que um dia os uniu. Em meio a lembranças desvanecendo, eles lutam para descobrir se o que perderam vale mais do que o que desejam esquecer. Prepare-se para uma jornada emocional que desafia os limites da memória e do coração.;1
2001: Uma Odisséia no Espaço;2001: A Space Odyssey;1968;8.3;Aventura;Trás descobrir um misterioso artefato na superfície da Lua, a humanidade tenta encontrar seus origens com a ajuda da inteligença do ordernador HAL 9000.;Após a descoberta de um enigmático artefato nas desoladas paisagens da Lua, a humanidade se lança em uma jornada épica em busca de suas origens. Com a ajuda da astuta inteligência do computador HAL 9000, segredos enterrados há milênios começam a emergir das sombras. Mas em um universo repleto de mistérios, nem tudo é o que parece. Prepare-se para uma odisseia que desafia as fronteiras da razão e da própria existência.;0
A Caça;The Hunt;2012;8.3;Drama;Um professor vive uma vida solitária enquanto luta pela custódia de seu filho. Sua vida melhora lentamente quando ele encontra o amor e recebe boas notícias de seu filho, mas sua sorte está prestes a mudar por uma pequena mentira inocente.;Em um mundo marcado pela solidão, um professor batalha incansavelmente pela custódia de seu filho, sua única razão para viver. Quando o amor inesperadamente surge em sua vida e boas notícias sobre o menino começam a iluminar seus dias, a esperança renasce em seu coração. Mas uma pequena mentira, aparentemente inofensiva, ameaça desmoronar tudo o que ele conquistou. Prepare-se para uma jornada repleta de emoção, onde cada escolha pode mudar o destino de um pai e seu filho para sempre.;1
Cães de Aluguel;Reservoir Dogs;1992;8.3;Policial;Quando um simples roubo de jóias dá errado, os criminosos sobreviventes começam a suspeitar que um deles é um informante da polícia.;Quando um audacioso roubo de jóias se transforma em um pesadelo, os criminosos remanescentes mergulham em um clima de paranoia e desconfiança. À medida que segredos obscuros vêm à tona, a lealdade se desintegra e a amizade se torna um campo de batalha. Cada olhar, cada sussurro, pode revelar um traidor entre eles. Em uma corrida contra o tempo, quem sairá ileso quando a verdade for finalmente revelada?;2
Viver;Ikiru;1952;8.3;Drama;Depois de descobrir que tem câncer terminal, um burocrata tenta encontrar um sentido para sua vida.;Em um mundo onde a rotina e a monotonia dominam, um burocrata se vê confrontado com a cruel realidade de um câncer terminal. À medida que os dias se esvaem, ele embarca em uma jornada emocional em busca de significado e redenção, desafiando os limites do que realmente importa. Entre memórias e descobertas, ele luta para transformar seu legado em uma celebração da vida. Prepare-se para uma história que tocará seu coração e fará você repensar o verdadeiro sentido da existência.;0
Lawrence da Arábia;Lawrence of Arabia;1962;8.3;Aventura;A história de T. E. Lawrence, o oficial inglês que conseguiu unir e liderar várias tribos árabes, durante a Primeira Guerra Mundial para lutar contra os turcos.;No calor abrasador do deserto, um oficial inglês chamado T. E. Lawrence emerge como um farol de esperança, desafiando as odds para unir tribos árabes em um destemido levante contra o domínio turco. Com coragem indomável e uma determinação feroz, ele transforma rivais em aliados, acendendo a chama da liberdade em meio ao caos da Primeira Guerra Mundial. Em uma batalha épica entre culturas e crenças, o destino de uma nação repousa em suas mãos. Prepare-se para testemunhar a verdadeira essência da bravura humana em sua jornada de redenção e conquistas.;4
Cidadão Kane;Citizen Kane;1941;8.3;Drama;Após a morte de um magnata na indústria editorial, jornalistas correm para descobrir o significado da última palavra que ele pronunciou.;Após o misterioso falecimento de um titã da indústria editorial, uma equipe de jornalistas destemidos mergulha em uma frenética busca pela verdade. A última palavra proferida por ele, enigmática e carregada de segredos, se torna a chave para revelar um mundo obscuro de ambição e traição. Cada pista descoberta os leva mais fundo em um labirinto de intrigas, onde a vida e a carreira de cada um estão em jogo. Em uma corrida contra o tempo, eles precisam desvendar o significado antes que a sombra do silêncio os consuma para sempre.;1
M, o Vampiro de Dusseldorf;M;1931;8.3;Policial;Quando a polícia de uma cidade alemã não consegue encontrar um assassino de crianças, outros criminosos decidem ajudar na caçada humana.;Em uma cidade alemã mergulhada na escuridão, a polícia se vê impotente diante de um assassino de crianças que aterroriza a população. Desesperados, criminosos de diversas facções se unem em uma caçada implacável, onde a linha entre justiça e vingança se torna perigosamente tênue. Com o destino das inocentes vidas em jogo, a verdadeira natureza da humanidade será revelada nas sombras. Prepare-se para uma corrida contra o tempo, onde cada escolha pode custar tudo.;2
Intriga Internacional;North by Northwest;1959;8.3;Ação;Um executivo de publicidade de Nova Iorque tem que fugir quando é confundido por um agente de governo.;Na frenética selva de Nova Iorque, um astuto executivo de publicidade se vê lançado em uma corrida desesperada pela sobrevivência. Em um giro inesperado do destino, ele é confundido com um agente do governo, e agora deve desvendar uma teia de intrigas e perigos mortais. Com cada passo, aliados se tornam inimigos e a verdade se torna uma arma letal. A contagem regressiva para sua liberdade começou, mas até onde ele irá para limpar seu nome?;1
Se Meu Apartamento Falasse;The Apartment;1960;8.3;Comédia;Um homem tenta subir na empresa permitindo que seus executivos usem seu apartamento para encontros, mas surgem complicações e um romance próprio.;Em um mundo corporativo implacável, um ambicioso executivo decide abrir as portas de seu apartamento para os encontros clandestinos de seus colegas, acreditando que isso o levará ao topo. Mas à medida que as noites se desenrolam, complicações inesperadas surgem, revelando segredos e paixões ocultas. No meio de intrigas e jogos de poder, ele se vê envolvido em um romance inesperado que pode mudar não apenas sua carreira, mas também seu coração. Prepare-se para uma jornada recheada de amor, traição e reviravoltas que desafiam as regras do jogo.;1
Um Corpo que Cai;Vertigo;1958;8.3;Mistério;Um ex-policial luta contra seus demônios enquanto está obcecado por uma mulher bonita.;Em meio às sombras de um passado sombrio, um ex-policial é consumido pela obsessão por uma mulher deslumbrante, cuja beleza oculta segredos perigosos. Enquanto os fantasmas de suas antigas batalhas o assombram, ele se vê arrastado para um mundo de traição e desejo. A luta interna entre a redenção e a perdição se intensifica, revelando que o amor pode ser tanto uma salvação quanto uma condenação. Prepare-se para uma jornada intensa onde a paixão e os demônios pessoais colidem em um clímax devastador.;2
Pacto de Sangue;Double Indemnity;1944;8.3;Policial;Um agente de seguros se deixa convencer de um esquema de assassinato e fraude, o que desperta a suspeita de um investigador.;No obscuro universo das apólices e promessas quebradas, um agente de seguros se vê seduzido por um elaborado esquema de assassinato e fraude, mergulhando em um abismo de traição. À medida que os fios da conspiração se entrelaçam, um astuto investigador começa a suspeitar, determinado a desmascarar a verdade oculta. Em uma corrida contra o tempo, segredos mortais ameaçam ser revelados. A lealdade se transforma em desespero, e a linha entre o bem e o mal se torna perigosamente tênue.;2
O Fabuloso Destino de Amélie Poulain;Amélie;2001;8.3;Comédia;Amélie é uma parisiense ingênua com seu próprio senso de justiça. Ela decide ajudar as pessoas ao seu redor e, no caminho, descobre o amor.;Em meio às ruas iluminadas de Paris, Amélie, uma jovem sonhadora com um coração puro, se lança em uma jornada de bondade e compaixão. Determinada a transformar a vida daqueles que a cercam, ela revela segredos ocultos e cria laços inesperados. Mas ao tocar as vidas de outros, Amélie descobre que o verdadeiro amor pode ser a maior aventura de todas. Prepare-se para se encantar com uma história onde um gesto pode mudar tudo.;0
Scarface;Scarface;1983;8.3;Policial;Em Miamo em 1980, um imigrante cubano toma o control dum cartel de drogas.;Em meio ao calor intenso de Miami na década de 1980, um destemido imigrante cubano se vê arrastado para o perigoso submundo do tráfico de drogas. À medida que ele ascende ao poder, alianças são forjadas e traições surgem nas sombras, enquanto a cidade se transforma em um campo de batalha entre lealdades e ambições. Em sua busca por controle absoluto, ele descobrirá que, no jogo do crime, a linha entre amigo e inimigo é mais tênue do que parece. A glória vem com um preço, e neste universo implacável, a sobrevivência nunca foi tão incerta.;2
Nascido para Matar;Full Metal Jacket;1987;8.3;Drama;Um marinho dos Estados Unidos nota os deshumanizantes efeitos da guerra do Vietnã em seus colegas.;Em meio ao caos da guerra do Vietnã, um destemido marinho dos Estados Unidos vê seus companheiros se transformarem, perdendo não apenas a vida, mas a própria essência humana. À medida que os horrores do combate se intensificam, ele luta contra os demônios internos e externos que ameaçam consumi-lo. A batalha pela sanidade se torna tão feroz quanto a luta na linha de frente. Prepare-se para uma jornada de coragem, desespero e a busca por esperança em um mundo desolado.;4
Laranja Mecânica;A Clockwork Orange;1971;8.3;Policial;No futuro, um jovem líder de gang é levado para prisão e decide ser voluntário em um experimento, mas os resultados não são os esperados.;No horizonte sombrio de um futuro distópico, um jovem líder de gangue é aprisionado, enfrentando um destino incerto. Em busca de redenção, ele se oferece como voluntário para um experimento ousado, mas o que deveria ser uma nova esperança se transforma em um pesadelo inimaginável. À medida que os limites da sanidade são testados, ele se vê lutando não apenas pela sua vida, mas pela própria essência de quem é. A batalha pela liberdade nunca foi tão intensa e aterrorizante.;1
Incêndios;Incendies;2010;8.3;Drama;Os gêmeos viajam para o Oriente Médio para descobrir sua história familiar e cumprir os últimos desejos de sua mãe.;Em uma jornada repleta de mistérios e revelações, dois gêmeos se aventuram nas terras ancestrais do Oriente Médio, onde segredos de sua linhagem aguardam para serem desvendados. Com o coração pesado pelos últimos desejos de sua mãe, eles enfrentarão desafios que os levarão a confrontar não apenas o passado, mas também a própria essência de quem são. A cada passo, novas verdades emergem, revelando um legado que mudará suas vidas para sempre. Prepare-se para uma odisséia emocional que transcende fronteiras e une corações.;1
Hamilton;Hamilton;2020;8.3;Biografia;A vida de um dos maiores fundadores e primeiro secretário do Tesouro da América, Alexander Hamilton.;Prepare-se para mergulhar na saga épica de Alexander Hamilton, um dos mais brilhantes fundadores da América. Nascido em meio a dificuldades, ele ascende ao poder como o primeiro secretário do Tesouro, desafiando convenções e moldando o futuro de uma nação. Suas ambições e rivalidades o levarão a confrontos que ecoarão pela história, enquanto ele luta para deixar um legado indelével. Uma jornada de paixão, traição e triunfo que redefinirá o que significa ser americano.;0
Fogo Contra Fogo;Heat;1995;8.3;Ação;Um grupo de profissionais roubando bancos sospeitam que a polícia está tráis deles quando deixam uma pista no seu último roubo.;Em meio a um audacioso golpe, um grupo de experientes ladrões de bancos se vê encurralado pela sombra da lei. Quando uma pista inesperada os entrega, a tensão se intensifica e a paranoia toma conta. À medida que a polícia se aproxima, eles devem decidir entre a lealdade e a sobrevivência. O relógio está correndo, e a próxima jogada pode ser a última.;2
